|country|points|price
4847|Germany|89|19.0
4848|US|90|28.0
4849|US|85|30.0
4850|US|93|125.0
4851|US|88|28.0
4852|France|85|15.0
4853|South Africa|84|11.0
4854|South Africa|90|25.0
4855|US|84|14.0
4856|Chile|86|14.0
4857|US|90|34.0
4858|Italy|91|
4859|US|96|175.0
4860|France|92|28.0
4861|US|83|14.0
4862|US|89|30.0
4863|US|88|12.0
4864|Italy|90|22.0
4865|Chile|86|9.0
4866|Portugal|90|16.0
4867|France|92|19.0
4868|Italy|85|13.0
4869|Italy|89|30.0
4870|Portugal|88|18.0
4871|US|88|29.0
4872|Austria|91|52.0
4873|South Africa|86|14.0
4874|US|90|45.0
4875|Germany|84|8.0
4876|France|86|56.0
4877|Chile|89|30.0
4878|France|88|
4879|US|92|45.0
4880|US|88|13.0
4881|Argentina|84|30.0
4882|Chile|85|13.0
4883|US|90|21.0
4884|US|86|17.0
4885|South Africa|87|30.0
4886|US|89|28.0
4887|New Zealand|89|32.0
4888|France|93|
4889|US|85|12.0
4890|US|90|43.0
4891|France|86|40.0
4892|France|90|20.0
4893|Chile|83|25.0
4894|US|87|12.0
4895|US|93|65.0
4896|Spain|88|18.0
4897|US|85|24.0
4898|Spain|84|9.0
4899|US|86|60.0
4900|US|88|25.0
4901|Italy|90|
4902|Argentina|84|28.0
4903|Italy|89|40.0
4904|France|90|21.0
4905|Spain|88|18.0
4906|Portugal|84|
4907|US|86|29.0
4908|Australia|93|65.0
4909|US|91|125.0
4910|Italy|90|38.0
4911|Portugal|88|10.0
4912|US|86|15.0
4913|Australia|86|9.0
4914|Italy|88|24.0
4915|Italy|90|20.0
4916|Spain|80|11.0
4917|Italy|86|21.0
4918|Italy|90|25.0
4919|US|83|38.0
4920|Spain|82|10.0
4921|US|90|48.0
4922|US|85|30.0
4923|New Zealand|90|
4924|US|87|19.0
4925|Italy|88|20.0
4926|Italy|84|12.0
4927|US|89|42.0
4928|US|91|21.0
4929|Germany|87|22.0
4930|Australia|93|99.0
4931|Chile|88|20.0
4932|Argentina|88|22.0
4933|US|82|24.0
4934|Australia|88|20.0
4935|US|90|20.0
4936|Australia|92|40.0
4937|Spain|88|14.0
4938|US|92|
4939|Argentina|84|10.0
4940|Germany|88|23.0
4941|South Africa|87|10.0
4942|France|92|19.0
4943|New Zealand|88|24.0
4944|Spain|90|30.0
4945|US|84|20.0
4946|Argentina|88|15.0
4947|Australia|88|15.0
4948|US|88|79.0
4949|Italy|90|90.0
4950|Italy|90|93.0
4951|Italy|87|28.0
4952|Argentina|85|20.0
4953|Austria|90|35.0
4954|Chile|88|35.0
4955|US|87|27.0
4956|Argentina|87|13.0
4957|US|90|32.0
4958|Italy|87|14.0
4959|Germany|90|75.0
4960|US|88|32.0
4961|France|87|16.0
4962|France|92|78.0
4963|France|88|22.0
4964|Austria|88|
4965|France|88|
4966|Chile|87|15.0
4967|Portugal|83|12.0
4968|Argentina|93|60.0
4969|US|88|32.0
4970|Spain|90|46.0
4971|Argentina|85|11.0
4972|US|92|32.0
4973|Spain|86|14.0
4974|US|87|30.0
4975|US|85|15.0
4976|France|93|
4977|US|91|35.0
4978|Spain|90|25.0
4979|Germany|83|16.0
4980|US|83|32.0
4981|Australia|87|30.0
4982|US|88|19.0
4983|France|90|
4984|Italy|87|26.0
4985|South Africa|89|30.0
4986|US|90|30.0
4987|Italy|87|20.0
4988|US|88|46.0
4989|US|95|150.0
4990|US|89|15.0
4991|Italy|89|14.0
4992|Argentina|84|17.0
4993|Argentina|87|13.0
4994|US|91|24.0
4995|Portugal|90|24.0
4996|Australia|89|18.0
4997|Spain|87|49.0
4998|Moldova|86|9.0
4999|Italy|88|45.0
